Date of IPO,Name,Ticker,ROI,ARR,Status,sector,exchange,country,industry,marketCap,heldPercentInstitutions,logo_url
2020-10-02,Sports Entertainment Acquisition Corporation,SEAH,0.055,0.105,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,558000000,0.51062,https://logo.clearbit.com/sportsentcorp.com
2020-10-02,Apollo Strategic Growth Capital,APSG,0.03,0.057,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,1012841920,0.57482,https://logo.clearbit.com/apollostrategicgrowthcapital.com
2020-10-02,Avanti Acquisition Corporation,AVAN,0.047,0.09,Seeking a Target,Financial Services,NYQ,Cayman Islands,Shell Companies,743249984,0.45209,https://logo.clearbit.com/avanti-acquisition.com
2020-10-02,Atlantic Avenue Acquisition Corporation,ASAQ,0.025,0.047,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,310312512,0.63123,https://logo.clearbit.com/asaqspac.com
2020-10-01,AEA-Bridges Impact Corporation,IMPX,0.042,0.079,Seeking a Target,Financial Services,NYQ,Cayman Islands,Shell Companies,494500032,0.54592997,https://logo.clearbit.com/aeabridgesimpactcorp.com
2020-10-01,IG Acquisition Corporation,IGAC,0.04,0.075,Seeking a Target,Financial Services,NCM,United States,Shell Companies,367875008,0.55527,https://logo.clearbit.com/igacquisition.com
2020-10-01,Recharge Acquisition Corporation,RCHG,0.019,0.035,Seeking a Target,Financial Services,NMS,United States,Shell Companies,246742512,0.41208,
2020-09-22,PMV Consumer Acquisition Corporation,PMVC,0.027000000000000003,0.048,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,216343760,0.41432,https://logo.clearbit.com/pmv-consumer.com
2020-09-18,North Mountain Merger Corporation,NMMC,0.062,0.11,Seeking a Target,Financial Services,NMS,United States,Shell Companies,163658880,0.63109,https://logo.clearbit.com/nmmergercorp.com
2020-09-17,ACON S2 Acquisition Corporation,STWO,0.022000000000000002,0.038,Seeking a Target,Financial Services,NMS,United States,Shell Companies,307500000,0.52926,https://logo.clearbit.com/acons2.com
2020-09-17,Oaktree Acquisition Corporation II,OACB,0.033,0.057999999999999996,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,312500000,0.55464,https://logo.clearbit.com/oaktreeacquisitioncorp.com
2020-09-16,Executive Network Partnering Corporation,ENPC,0.006999999999999999,0.012,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,423223040,0.72213,https://logo.clearbit.com/enpc.co
2020-09-16,Equity Distribution Acquisition Corporation,EQD,0.033,0.057,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,516464992,0.57522,https://logo.clearbit.com/equitydac.com
2020-09-11,"Ribbit LEAP, Limited",LEAP,0.158,0.28,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,643555008,0.41575,https://logo.clearbit.com/ribbitleap.com
2020-09-11,Broadstone Acquisition Corporation,BSN,0.023,0.039,Seeking a Target,Financial Services,NYQ,United Kingdom,Shell Companies,376667808,0.45044,https://logo.clearbit.com/broadstoneacquisitioncorp.com
2020-09-10,Prime Impact Acquisition I,PIAI,0.013000000000000001,0.022000000000000002,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,304951264,0.75792,https://logo.clearbit.com/ir.primeimpactcapital.com
2020-09-09,Cohn Robbins Holdings Corporation,CRHC,0.047,0.08,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,1032929984,0.57894003,https://logo.clearbit.com/cohnrobbins.com
2020-08-27,Burgundy Technology Acquisition Corporation,BTAQ,0.040999999999999995,0.066,Seeking a Target,Financial Services,NCM,Cayman Islands,Shell Companies,437898112,0.62042,
2020-08-21,Horizon Acquisition Corporation,HZAC,0.021,0.032,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,667747136,0.41721,https://logo.clearbit.com/horizonacquisitioncorp.com
2020-08-14,LionHeart Acquisition Corporation II,LCAP,0.032,0.047,Seeking a Target,Financial Services,NCM,United States,Shell Companies,289884000,0.59921,https://logo.clearbit.com/lionheartacquisitioncorp.com
2020-08-13,RedBall Acquisition Corporation,RBAC,0.044000000000000004,0.066,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,715875008,0.6009,https://logo.clearbit.com/redballac.com
2020-08-05,GO Acquisition Corporation,GOAC,0.031,0.045,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,715414976,0.53804,https://logo.clearbit.com/goacquisition.com
2020-08-04,Yucaipa Acquisition Corporation,YAC,0.032,0.046,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,428662496,0.59199,https://logo.clearbit.com/yucaipayac.com
2020-08-04,Health Sciences Acquisition Corporation 2,HSAQ,0.039,0.055999999999999994,Seeking a Target,Financial Services,NCM,United States,Shell Companies,214729088,0.6076,
2020-07-31,CC Neuberger Principal Holdings II,PRPB,0.035,0.05,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,1077405056,0.75227,https://logo.clearbit.com/ccnbprincipal.com
2020-07-31,E.Merge Technology Acquisition Corporation,ETAC,0.033,0.047,Seeking a Target,Financial Services,NMS,United States,Shell Companies,745998016,0.68429,
2020-07-24,Greencity Acquisition Corporation,GRCY,0.042,0.057999999999999996,Seeking a Target,Financial Services,NCM,China,Shell Companies,53126004,0.40683997,
2020-07-23,East Resources Acquisition Company,ERES,0.026000000000000002,0.035,Seeking a Target,Financial Services,NCM,United States,Shell Companies,423056256,0.51894003,https://logo.clearbit.com/eastresources.com
2020-07-22,"Pershing Square Tontine Holdings, Limited",PSTH,0.255,0.363,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,4658000384,0.56149,https://logo.clearbit.com/PSTontine.com
2020-07-16,HPX Corporation,HPX,0.03,0.039,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,313837664,0.48326,https://logo.clearbit.com/hpxcorp.com
2020-07-13,PTK Acquisition Corporation,PTK,0.079,0.105,Seeking a Target,Financial Services,ASE,United States,Shell Companies,144540624,0.44403,https://logo.clearbit.com/ptktech.com
2020-07-02,Capstar Special Purpose Acquisition Corporation,CPSR,0.034,0.043,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,340515008,0.61714,https://logo.clearbit.com/capstarspac.com
2020-06-30,GS Acquisition Corporation Holdings II,GSAH,0.096,0.122,Seeking a Target,Financial Services,NYQ,United States,Shell Companies,959531200,0.67367995,https://logo.clearbit.com/gspcs.com
